Transaction_ID,Transaction_Amount,Transaction_Type,Account_Age,Location_Mismatch,Device_Type,Previous_Fraud_History,Fraudulent_Transaction
569,4520.89,Purchase,14,1,ATM,0,0
570,1741.93,Purchase,8,1,Mobile,0,0
571,2570.43,Purchase,14,0,ATM,0,0
572,3918.48,Purchase,12,0,Mobile,0,0
573,1983.32,Purchase,10,0,Web,1,1
574,3110.81,Transfer,13,0,Mobile,0,1
575,4311.96,Withdrawal,19,0,Mobile,0,1
576,4747.65,Withdrawal,15,0,ATM,0,0
577,736.22,Withdrawal,8,0,Mobile,0,0
578,4633.01,Transfer,10,1,ATM,0,0
579,2461.09,Withdrawal,3,0,Mobile,0,0
580,1291.96,Transfer,3,0,Web,0,0
581,2296.22,Transfer,5,0,Mobile,0,0
582,4900.18,Transfer,16,0,ATM,0,0
583,2463.6,Withdrawal,17,0,Mobile,0,0
584,1644.43,Transfer,6,0,Mobile,0,0
585,3167.37,Withdrawal,16,1,Web,0,1
586,1201.49,Withdrawal,2,1,ATM,0,0
587,380.24,Purchase,15,0,Web,0,0
588,645.27,Purchase,18,0,Mobile,1,1
589,641.1,Transfer,1,0,Web,0,0
590,760.36,Transfer,19,0,Mobile,0,0
591,695.0,Withdrawal,12,0,Mobile,0,0
592,3204.73,Transfer,8,0,Web,0,0
593,910.22,Transfer,6,0,Web,0,0
594,1728.99,Withdrawal,12,0,Mobile,0,0
595,4484.05,Transfer,7,0,Web,0,0
596,2370.33,Transfer,18,0,Web,0,0
597,3338.12,Withdrawal,14,0,Mobile,0,1
598,862.43,Withdrawal,8,1,ATM,0,1
599,962.25,Purchase,14,1,Web,0,1
600,205.3,Withdrawal,5,0,Web,1,1
601,845.51,Purchase,9,0,ATM,1,1
602,1393.67,Transfer,8,0,Web,0,0
603,885.88,Withdrawal,2,0,Mobile,0,0
604,444.42,Withdrawal,16,0,Web,1,1
605,604.06,Withdrawal,13,0,Mobile,0,0
606,2304.43,Transfer,7,0,ATM,0,0
607,1032.46,Purchase,16,0,ATM,0,0
608,1821.99,Transfer,7,0,ATM,0,0
609,2517.58,Transfer,14,1,Web,1,1
610,3452.28,Withdrawal,14,0,ATM,0,1
611,197.52,Purchase,12,0,Web,0,0
612,3997.25,Transfer,1,0,Web,0,0
613,3139.87,Withdrawal,1,0,Web,1,1
614,409.71,Transfer,12,0,ATM,0,0
615,4368.02,Transfer,15,0,ATM,0,0
616,4604.44,Withdrawal,4,0,Web,0,0
617,306.33,Withdrawal,7,0,ATM,1,1
618,1385.11,Purchase,16,0,Web,0,0
619,4031.2,Transfer,3,0,ATM,0,1
620,3741.55,Withdrawal,7,0,Mobile,0,0
621,923.42,Withdrawal,6,0,ATM,0,0
622,1047.54,Purchase,16,0,ATM,0,0
623,1852.99,Purchase,8,0,ATM,0,0
624,2423.13,Withdrawal,6,0,Web,0,0
625,3091.66,Purchase,10,0,Web,0,0
626,1845.2,Withdrawal,16,1,Mobile,0,0
627,2313.21,Transfer,11,1,Mobile,0,1
628,3737.61,Purchase,13,0,Mobile,0,1
629,184.38,Transfer,6,1,Web,0,1
630,1262.93,Transfer,1,0,Mobile,0,0
631,3567.03,Transfer,19,1,Mobile,0,1
632,4476.14,Withdrawal,12,0,ATM,0,0
633,2558.88,Transfer,6,0,Mobile,0,0
634,2661.04,Transfer,18,0,ATM,0,0
635,536.75,Transfer,13,0,Web,0,0
636,2237.61,Withdrawal,7,0,Web,0,0
637,2663.55,Transfer,13,1,ATM,0,1
638,1213.11,Transfer,8,0,Mobile,0,0
639,1346.95,Purchase,17,0,Web,0,0
640,1887.04,Withdrawal,9,0,ATM,0,0
641,101.34,Transfer,13,0,Web,0,0
642,1611.07,Purchase,2,0,Web,0,0
643,1058.03,Withdrawal,4,0,Mobile,0,0
644,1638.16,Withdrawal,2,0,Web,0,0
645,599.69,Withdrawal,4,0,ATM,0,0
646,4452.75,Withdrawal,18,0,Mobile,1,1
647,2968.37,Withdrawal,5,0,ATM,0,0
648,3395.83,Withdrawal,19,0,ATM,0,0
649,3946.07,Transfer,10,1,ATM,1,1
650,2492.71,Transfer,18,0,Mobile,0,0
651,435.51,Transfer,10,0,Web,0,0
652,2686.0,Transfer,5,0,ATM,0,0
653,2934.62,Purchase,17,0,Web,0,0
654,3727.45,Transfer,13,0,Web,0,0
655,2158.87,Withdrawal,17,0,ATM,0,0
656,638.77,Transfer,9,0,Web,0,0
657,1419.6,Transfer,12,0,Mobile,0,0
658,1816.05,Withdrawal,14,0,Mobile,0,0
659,3229.94,Transfer,14,0,Web,0,1
660,2854.32,Transfer,8,0,Web,0,0
661,1781.13,Transfer,5,0,Mobile,0,0
662,4932.59,Purchase,19,0,Web,0,0
663,3029.27,Transfer,14,0,Web,0,1
664,1186.9,Withdrawal,9,1,Web,0,1
665,509.81,Withdrawal,7,0,Web,0,0
666,765.14,Transfer,8,0,ATM,0,0
667,1230.54,Transfer,14,0,Web,1,1
668,804.25,Transfer,14,0,Mobile,0,0
669,933.65,Withdrawal,11,0,ATM,0,0
670,1426.19,Withdrawal,14,0,ATM,0,0
671,867.69,Purchase,8,0,Mobile,0,0
672,4483.93,Purchase,3,0,Web,0,0
673,402.09,Purchase,18,0,ATM,0,0
674,2623.03,Withdrawal,3,0,ATM,0,0
675,2052.57,Purchase,13,0,Web,0,0
676,4911.91,Transfer,12,1,Web,0,0
677,561.08,Transfer,15,0,Mobile,0,0
678,1989.88,Withdrawal,18,1,ATM,0,1
679,4847.38,Purchase,5,1,Web,0,1
680,4327.67,Transfer,7,1,Web,0,0
681,4085.54,Withdrawal,11,1,Mobile,0,1
682,1290.26,Purchase,11,0,ATM,1,0
683,855.27,Transfer,15,0,Web,1,1
684,3343.55,Purchase,10,0,Mobile,0,0
685,4646.95,Withdrawal,15,0,ATM,1,1
686,2784.26,Purchase,13,1,ATM,0,0
687,2858.49,Withdrawal,14,1,ATM,0,0
688,1400.62,Purchase,17,0,ATM,0,0
689,3847.7,Transfer,13,0,Mobile,0,0
690,936.03,Withdrawal,10,0,Web,1,0
691,1619.07,Withdrawal,1,0,ATM,0,0
692,2127.76,Withdrawal,1,0,ATM,0,0
693,2538.54,Purchase,15,0,Web,0,0
694,1212.81,Purchase,16,1,ATM,0,1
695,575.07,Transfer,12,0,ATM,0,0
696,3053.49,Withdrawal,6,1,Web,0,1
697,1443.86,Withdrawal,6,0,Web,0,0
698,2906.61,Purchase,12,1,ATM,0,0
699,772.66,Purchase,15,0,Web,0,0
700,2406.22,Transfer,4,1,Mobile,0,0
701,2663.41,Transfer,4,0,Mobile,0,0
702,260.07,Purchase,2,0,ATM,1,1
703,1683.68,Withdrawal,12,0,ATM,0,0
704,672.94,Transfer,7,1,Web,0,1
705,317.81,Purchase,9,0,Web,0,0
706,4949.81,Purchase,9,0,ATM,0,1
707,1612.45,Withdrawal,8,0,ATM,0,0
708,4049.56,Purchase,14,0,Mobile,1,1
709,1273.95,Purchase,1,1,Web,0,1
710,3407.83,Transfer,12,0,ATM,1,0
711,3801.38,Purchase,2,0,ATM,1,1
712,2978.6,Purchase,13,1,Web,0,0
713,2358.41,Transfer,4,0,Web,0,0
714,2059.79,Withdrawal,18,1,ATM,0,0
715,1744.99,Withdrawal,19,0,ATM,0,0
716,4647.72,Transfer,16,0,ATM,0,1
717,4153.27,Transfer,14,0,Web,0,1
718,4825.17,Withdrawal,8,0,ATM,0,0
719,622.36,Withdrawal,12,0,ATM,0,0
720,3654.61,Withdrawal,9,0,ATM,0,0
721,4691.76,Withdrawal,6,0,Mobile,0,0
722,906.98,Withdrawal,18,0,Mobile,0,0
723,333.41,Transfer,2,1,Web,0,0
724,3705.86,Purchase,8,0,ATM,0,0
725,2872.79,Withdrawal,14,0,ATM,0,0
726,4209.3,Withdrawal,6,1,Web,0,0
727,699.72,Purchase,10,0,Web,0,0
728,3976.54,Purchase,8,0,Web,0,0
729,1008.93,Purchase,17,1,ATM,0,0
730,819.12,Purchase,12,1,Mobile,0,0
731,822.16,Purchase,17,0,Web,0,0
732,4073.06,Purchase,13,0,ATM,0,1
733,3326.32,Transfer,19,0,Web,0,1
734,2615.8,Purchase,12,0,ATM,1,1
735,1794.79,Purchase,16,0,Web,0,0
736,4386.13,Transfer,5,0,ATM,0,0
737,1962.83,Purchase,16,0,Web,0,0
738,4083.18,Withdrawal,6,0,Mobile,0,0
739,2196.24,Withdrawal,11,0,Web,0,0
740,1885.35,Purchase,17,0,Web,0,0
741,2313.94,Transfer,14,0,Mobile,0,0
742,1507.59,Withdrawal,6,0,Web,0,0
743,3738.3,Transfer,11,0,Mobile,0,0
744,2514.1,Withdrawal,12,0,ATM,0,0
745,1161.83,Purchase,13,0,Mobile,0,0
746,4497.97,Transfer,4,0,Mobile,1,1
747,1920.07,Transfer,7,0,ATM,0,0
748,2718.22,Transfer,2,0,Mobile,0,0
749,4532.45,Withdrawal,6,0,Mobile,0,1
750,3121.57,Withdrawal,6,0,ATM,0,0
751,585.37,Withdrawal,18,0,Web,0,0
752,4699.22,Purchase,8,0,Web,0,0
753,3138.91,Withdrawal,8,0,Mobile,0,0
754,1675.19,Purchase,8,0,Web,0,0
755,697.22,Transfer,8,0,Web,0,0
756,3970.33,Transfer,1,1,Mobile,0,1
757,3100.74,Purchase,2,0,ATM,0,1
758,2667.77,Withdrawal,12,0,Web,0,0
759,4469.57,Purchase,15,1,Mobile,0,0
760,3943.2,Transfer,4,1,ATM,0,1
761,759.22,Transfer,3,0,Web,0,0
762,1559.3,Purchase,14,0,ATM,0,0
763,1243.2,Withdrawal,8,0,Mobile,0,0
764,3719.99,Withdrawal,13,0,ATM,1,1
765,168.63,Purchase,19,0,ATM,0,0
766,2849.88,Purchase,5,0,Mobile,0,0
767,3812.53,Withdrawal,13,0,Web,0,0
768,4383.95,Transfer,1,0,Web,0,0
769,1711.07,Purchase,16,0,ATM,0,0
770,4106.47,Withdrawal,2,1,ATM,1,1
771,554.05,Withdrawal,7,0,ATM,0,0
772,4232.42,Transfer,6,0,ATM,1,1
773,638.32,Transfer,5,0,Web,0,0
774,1987.04,Transfer,4,0,Mobile,0,0
775,3986.68,Transfer,2,0,Mobile,0,0
776,750.44,Transfer,10,1,Mobile,0,1
777,1147.03,Purchase,5,1,ATM,0,1
778,3611.54,Withdrawal,18,0,ATM,0,1
779,3600.46,Purchase,10,0,Mobile,0,0
780,3206.1,Purchase,15,0,Web,0,1
781,3470.05,Purchase,9,0,Mobile,0,0
782,2714.08,Purchase,11,0,Web,0,0
783,1259.74,Purchase,17,0,ATM,0,0
784,1729.13,Transfer,9,0,Mobile,0,0
785,908.81,Transfer,16,0,Mobile,0,0
786,4542.34,Withdrawal,6,0,ATM,0,1
787,2917.38,Purchase,11,1,Web,0,1
788,2004.86,Withdrawal,17,0,Mobile,0,0
789,2310.57,Transfer,4,0,Mobile,0,0
790,4736.47,Transfer,15,0,Web,0,0
791,767.6,Transfer,1,0,Mobile,0,0
792,2931.56,Purchase,1,0,Mobile,0,0
793,2529.94,Purchase,9,0,ATM,1,0
794,3057.66,Transfer,12,1,Web,1,1
795,91.53,Withdrawal,4,0,Mobile,1,0
796,4360.75,Withdrawal,13,0,Mobile,0,0
797,4660.66,Transfer,7,0,ATM,0,0
798,2826.1,Withdrawal,8,1,Mobile,0,0
799,3483.56,Transfer,13,1,ATM,0,1
800,4612.57,Withdrawal,11,0,Mobile,0,0
801,3536.49,Transfer,9,0,ATM,0,0
802,763.54,Withdrawal,16,0,Web,1,1
803,2881.87,Purchase,10,0,Web,0,0
804,3033.97,Transfer,11,0,Mobile,0,0
805,2121.23,Transfer,12,0,Mobile,0,0
806,3682.48,Withdrawal,14,0,ATM,0,1
807,4671.9,Transfer,19,0,ATM,0,1
808,4627.92,Transfer,12,0,Web,0,1
809,2254.75,Transfer,18,1,Mobile,0,1
810,567.08,Purchase,17,0,ATM,0,0
811,4924.22,Purchase,3,0,Web,0,0
812,4194.65,Withdrawal,1,0,Web,0,1
813,624.19,Purchase,19,0,ATM,0,0
814,4604.29,Withdrawal,4,0,Mobile,0,0
815,4349.61,Purchase,16,0,Web,0,0
816,2594.67,Withdrawal,12,0,ATM,0,0
817,2956.79,Purchase,13,0,Web,0,0
818,1995.61,Purchase,17,0,Mobile,0,0
819,274.75,Withdrawal,8,0,ATM,1,1
820,1676.65,Transfer,13,1,Mobile,0,1
821,4014.46,Transfer,5,0,Mobile,0,0
822,24.16,Purchase,18,0,Web,0,0
823,1668.16,Withdrawal,15,0,Mobile,0,0
824,1991.45,Transfer,12,1,Web,0,1
825,2687.44,Withdrawal,17,0,ATM,0,0
826,4599.36,Transfer,15,0,ATM,0,0
827,1732.38,Withdrawal,2,1,Web,0,0
828,1735.42,Purchase,6,0,Web,0,0
829,3687.77,Withdrawal,17,0,Web,0,0
830,2261.64,Transfer,16,0,Mobile,0,0
831,1123.8,Purchase,17,1,ATM,0,0
832,2262.75,Withdrawal,9,0,ATM,0,0
833,705.14,Transfer,5,0,Mobile,0,0
834,882.76,Purchase,1,0,Web,0,0
835,2492.34,Withdrawal,6,0,ATM,0,0
836,2095.21,Transfer,14,0,Mobile,0,0
837,4574.31,Withdrawal,17,0,Web,0,0
838,1812.61,Withdrawal,19,0,ATM,0,0
839,2903.36,Purchase,1,0,Web,0,0
840,3161.69,Purchase,1,0,Mobile,0,1
841,66.46,Transfer,13,1,ATM,0,1
842,3318.02,Purchase,14,0,Web,0,1
843,891.0,Transfer,6,1,Web,1,1
844,4805.39,Withdrawal,6,0,Web,0,0
845,744.16,Withdrawal,1,0,Mobile,0,0
846,2073.71,Transfer,14,0,Web,0,0
847,427.66,Withdrawal,3,0,ATM,1,0
848,4984.37,Purchase,10,1,ATM,0,1
849,2511.47,Withdrawal,19,1,Web,0,0
850,2977.33,Purchase,19,0,Mobile,0,0
851,336.32,Transfer,19,0,ATM,0,0
852,3750.05,Transfer,4,0,ATM,0,0
853,1050.32,Withdrawal,19,0,ATM,1,0
854,4490.37,Withdrawal,10,0,Web,0,0
855,1026.49,Purchase,2,0,ATM,0,0
856,954.25,Purchase,4,0,Web,0,0
857,183.71,Withdrawal,6,0,Web,0,0
858,2360.86,Withdrawal,7,1,Web,1,1
859,2824.64,Transfer,16,1,Web,0,1
860,329.48,Transfer,7,0,Web,0,0
861,3877.86,Transfer,18,1,ATM,0,1
862,2266.99,Withdrawal,19,0,Web,0,0
863,2622.43,Withdrawal,9,0,Web,0,0
864,2204.37,Withdrawal,10,0,Web,0,0
865,2004.41,Transfer,13,0,Web,0,0
866,2798.64,Withdrawal,18,0,Web,0,0
867,777.05,Purchase,16,1,Web,0,1
868,910.46,Withdrawal,17,1,ATM,0,0
869,4309.07,Withdrawal,13,0,Web,0,0
870,4730.63,Withdrawal,12,0,Web,0,1
871,1867.17,Withdrawal,10,0,ATM,1,1
872,1354.45,Withdrawal,1,0,ATM,0,0
873,3220.35,Purchase,8,0,Mobile,0,1
874,2044.26,Purchase,18,0,ATM,0,0
875,127.91,Withdrawal,2,0,ATM,0,0
876,781.61,Transfer,16,0,Web,0,0
877,3580.15,Withdrawal,12,0,Mobile,0,0
878,3294.96,Withdrawal,9,0,Web,0,0
879,136.45,Withdrawal,3,0,Mobile,1,0
880,1110.64,Transfer,4,0,Web,0,0
881,1156.14,Transfer,2,0,ATM,0,0
882,3359.79,Transfer,8,0,ATM,0,1
883,99.53,Purchase,10,0,Mobile,0,0
884,521.44,Transfer,16,1,Web,0,1
885,3999.78,Purchase,11,0,Web,1,1
886,893.54,Purchase,18,0,ATM,0,0
887,3264.08,Transfer,14,0,ATM,0,0
888,1191.68,Transfer,8,0,Mobile,0,0
889,498.11,Transfer,15,0,ATM,0,0
890,1216.62,Purchase,17,0,Mobile,0,0
891,3611.61,Withdrawal,18,1,Mobile,0,1
892,4278.63,Transfer,6,0,Mobile,0,0
893,4151.27,Transfer,14,0,Mobile,0,0
894,1986.52,Transfer,3,0,ATM,0,0
895,3340.76,Purchase,7,0,Mobile,0,0
896,1025.72,Purchase,15,0,ATM,0,0
897,1466.45,Withdrawal,16,0,Mobile,1,0
898,4481.78,Transfer,16,1,ATM,0,1
899,66.0,Purchase,8,0,Mobile,0,0
900,428.46,Withdrawal,7,1,ATM,0,1
901,1040.22,Transfer,6,0,Web,0,0
902,133.63,Purchase,2,0,Mobile,0,0
903,908.0,Transfer,13,0,Mobile,0,0
904,2915.62,Transfer,12,0,Web,0,0
905,2107.7,Purchase,15,1,Web,0,1
906,4463.47,Purchase,9,0,Mobile,0,1
907,4087.4,Purchase,2,0,ATM,0,1
908,1709.74,Transfer,17,1,Mobile,0,1
909,1297.86,Transfer,5,1,ATM,0,1
910,1899.08,Withdrawal,11,0,Web,0,0
911,2951.88,Transfer,19,1,ATM,0,0
912,1341.05,Purchase,7,0,Mobile,0,0
913,3121.12,Transfer,2,1,Web,0,1
914,2047.65,Withdrawal,16,0,Web,1,1
915,2760.68,Withdrawal,12,1,Mobile,0,1
916,2181.2,Purchase,15,0,Mobile,0,0
917,1473.03,Purchase,1,0,Web,0,0
918,4742.32,Withdrawal,13,0,ATM,0,0
919,3818.27,Withdrawal,6,0,ATM,0,0
920,701.43,Withdrawal,13,0,ATM,0,0
921,4342.47,Purchase,18,0,Mobile,0,1
922,2437.67,Withdrawal,3,1,Web,0,1
923,4472.87,Withdrawal,1,0,ATM,0,0
924,3999.48,Purchase,15,0,Web,0,1
925,2126.64,Transfer,13,0,ATM,0,0
926,113.32,Transfer,5,1,Web,0,0
927,1344.12,Withdrawal,13,0,Mobile,0,0
928,2708.63,Transfer,5,0,Mobile,0,0
929,3167.76,Transfer,19,1,Mobile,0,1
930,1290.18,Transfer,18,0,ATM,0,0
931,697.64,Transfer,10,0,Mobile,0,0
932,4174.82,Withdrawal,8,0,Mobile,0,0
933,4922.03,Transfer,15,1,Mobile,0,1
934,2628.93,Transfer,4,0,Web,0,0
935,859.22,Purchase,2,0,Web,0,0
936,1362.26,Withdrawal,6,1,Web,0,0
937,92.93,Purchase,3,0,Web,0,0
938,4571.58,Purchase,7,0,Web,0,0
939,589.64,Withdrawal,10,1,Web,0,1
940,2883.01,Transfer,6,0,Web,0,0
941,1371.0,Purchase,16,0,Mobile,0,0
942,2771.34,Withdrawal,2,0,Mobile,0,0
943,3257.45,Transfer,17,1,ATM,0,0
944,4148.88,Withdrawal,13,0,Mobile,0,0
945,1032.9,Purchase,1,0,Web,0,0
946,55.97,Transfer,6,1,Web,0,1
947,685.29,Transfer,5,0,ATM,0,0
948,4500.19,Withdrawal,13,0,Mobile,0,0
949,4369.58,Transfer,18,1,Mobile,0,1
950,2987.47,Purchase,12,0,ATM,0,0
951,3002.98,Purchase,7,1,Web,0,1
952,3325.52,Purchase,15,0,Web,0,1
953,877.68,Withdrawal,3,0,Web,0,0
954,4572.15,Transfer,16,0,Web,0,0
955,2094.43,Transfer,1,0,ATM,1,0
956,1916.31,Transfer,16,0,Mobile,0,0
957,2595.07,Purchase,12,0,Web,0,0
958,235.78,Transfer,19,1,Mobile,0,0
959,832.25,Purchase,8,0,Mobile,0,0
960,3690.43,Transfer,12,0,Web,0,1
961,414.91,Purchase,15,0,Web,0,0
962,3016.16,Transfer,2,0,Web,0,0
963,1227.5,Withdrawal,17,0,Mobile,0,0
964,1947.09,Withdrawal,7,0,ATM,0,0
965,1444.18,Purchase,13,0,Web,0,0
966,1779.01,Purchase,1,0,Mobile,0,0
967,3595.51,Transfer,6,0,Mobile,0,0
968,1486.31,Transfer,13,0,Web,0,0
969,2832.46,Withdrawal,11,0,ATM,0,0
970,2380.78,Transfer,10,1,Web,0,1
971,3318.69,Purchase,16,0,Web,0,0
972,4684.21,Purchase,17,0,ATM,0,0
973,3663.13,Purchase,17,0,Web,0,1
974,1075.49,Purchase,4,0,Web,0,0
975,156.88,Purchase,5,0,ATM,0,0
976,1312.06,Withdrawal,14,1,Mobile,0,0
977,2975.79,Withdrawal,10,0,Mobile,1,1
978,258.08,Purchase,14,0,Mobile,0,0
979,2482.33,Transfer,1,0,Mobile,0,0
980,2984.62,Purchase,11,0,Mobile,0,0
981,1671.89,Withdrawal,18,1,Web,0,1
982,3854.79,Purchase,16,0,ATM,0,0
983,533.88,Withdrawal,18,0,Mobile,1,0
984,376.61,Withdrawal,8,0,ATM,0,0
985,3641.22,Purchase,10,0,Mobile,0,0
986,2477.96,Purchase,10,0,Web,0,0
987,3442.32,Transfer,5,1,Mobile,0,1
988,2174.7,Withdrawal,10,0,Mobile,0,0
989,1232.76,Transfer,18,0,ATM,0,0
990,4095.69,Purchase,6,0,ATM,0,0
991,3997.28,Withdrawal,3,0,Web,1,1
992,3473.79,Transfer,8,0,ATM,0,0
993,1361.45,Transfer,9,0,ATM,1,1
994,2951.56,Transfer,5,0,ATM,0,0
995,1805.51,Purchase,2,0,Web,0,0
996,458.82,Purchase,2,1,Web,0,0
997,4586.65,Purchase,7,0,Web,0,1
998,684.96,Withdrawal,17,0,ATM,0,0
999,4751.24,Purchase,10,0,ATM,0,0
1000,2230.58,Withdrawal,12,0,Web,0,0
1001,926.48,Transfer,2,0,ATM,0,0
1002,2709.96,Transfer,10,1,ATM,0,1
1003,4364.86,Purchase,1,0,Mobile,0,0
1004,3661.39,Transfer,4,0,Web,0,0
1005,4033.0,Purchase,13,0,Web,1,1
1006,3294.26,Withdrawal,12,0,ATM,0,1
1007,3461.69,Transfer,11,0,ATM,1,1
1008,4246.13,Purchase,10,1,Mobile,0,1
1009,1249.09,Transfer,15,0,Web,0,0
1010,2447.64,Transfer,5,0,Web,0,0
1011,1106.83,Purchase,17,0,ATM,0,0
1012,4938.35,Transfer,5,0,Web,0,0
1013,4720.35,Transfer,2,0,ATM,0,0
1014,198.09,Transfer,9,1,Mobile,0,0
1015,3528.17,Transfer,6,0,ATM,1,1
1016,4626.32,Withdrawal,18,1,Mobile,0,1
1017,903.7,Transfer,14,1,ATM,0,0
1018,2840.16,Transfer,19,0,Mobile,0,0
1019,4577.53,Purchase,14,0,Mobile,0,0
1020,170.7,Withdrawal,8,0,Web,0,0
1021,3487.4,Purchase,17,1,ATM,0,1
1022,1487.45,Purchase,3,0,Web,0,0
1023,4622.06,Purchase,10,0,Web,0,0
1024,4855.32,Withdrawal,17,0,ATM,0,0
1025,4721.39,Purchase,11,0,Web,0,1
1026,2371.6,Purchase,8,0,Web,1,0
1027,4310.35,Purchase,1,0,Web,0,1
1028,4222.9,Transfer,13,0,ATM,0,0
1029,1596.18,Purchase,4,1,Web,0,1
1030,4144.75,Withdrawal,7,0,Web,0,0
1031,186.0,Withdrawal,14,0,Web,0,0
1032,2981.75,Transfer,5,1,ATM,0,0
1033,1150.81,Withdrawal,11,0,Mobile,1,0
1034,603.71,Withdrawal,17,1,Mobile,0,1
1035,385.69,Transfer,5,0,Mobile,0,0
1036,3481.75,Purchase,3,0,Mobile,0,0
1037,1700.03,Transfer,5,0,Web,0,0
1038,3624.11,Purchase,15,0,ATM,1,1
1039,327.72,Purchase,19,1,Web,0,1
1040,1577.14,Withdrawal,16,0,ATM,0,0
1041,2697.92,Transfer,8,0,Web,0,0
1042,3953.83,Withdrawal,13,0,Mobile,0,1
1043,1594.44,Withdrawal,16,1,Mobile,0,0
1044,3129.83,Purchase,3,0,ATM,0,0
1045,4430.0,Withdrawal,1,1,Web,0,1
1046,3079.7,Transfer,9,0,Mobile,0,0
1047,1165.56,Withdrawal,9,0,ATM,0,0
1048,122.98,Withdrawal,17,0,Web,0,0
1049,4350.62,Purchase,2,0,ATM,1,0
1050,107.33,Transfer,9,0,Web,1,1
1051,4373.63,Withdrawal,19,0,Web,0,0
1052,2645.16,Purchase,13,0,Web,1,1
1053,4695.4,Withdrawal,5,0,ATM,0,0
1054,3994.12,Transfer,9,0,ATM,0,1
1055,4989.67,Withdrawal,13,0,Web,0,0
1056,1754.21,Withdrawal,1,0,Mobile,0,0
1057,3836.17,Purchase,15,0,Web,1,1
1058,2010.25,Withdrawal,4,0,ATM,0,0
1059,2399.9,Purchase,4,1,Web,0,0
1060,3137.9,Transfer,10,1,ATM,0,0
1061,4368.51,Withdrawal,6,0,Web,1,1
1062,4920.43,Transfer,12,0,Web,0,1
1063,3841.6,Transfer,16,1,Mobile,1,1
1064,2089.42,Withdrawal,3,0,Mobile,0,0
1065,2107.36,Purchase,14,0,ATM,0,0
1066,3688.17,Transfer,1,0,Web,0,1
1067,1194.65,Transfer,10,0,ATM,0,0
1068,553.26,Withdrawal,15,0,Web,0,0
1069,1773.76,Withdrawal,7,1,Web,0,0
1070,1436.91,Withdrawal,4,0,Web,0,0
1071,1482.24,Withdrawal,14,0,Mobile,0,0
1072,1168.81,Withdrawal,16,0,ATM,0,0
1073,211.42,Withdrawal,14,0,Web,0,0
1074,90.35,Purchase,3,0,Web,0,0
1075,4938.62,Transfer,17,0,ATM,0,0
1076,2139.44,Purchase,14,0,ATM,0,0
1077,1922.25,Purchase,18,1,Web,1,1
1078,3398.56,Withdrawal,3,0,Mobile,0,1
1079,1092.05,Transfer,19,0,Mobile,0,0
1080,4749.86,Purchase,3,0,Web,0,0
1081,3931.94,Withdrawal,12,0,Mobile,0,0
1082,447.97,Withdrawal,5,0,ATM,0,0
1083,2088.49,Transfer,10,1,Mobile,0,1
1084,4395.71,Purchase,9,1,ATM,0,1
1085,4723.72,Purchase,1,0,ATM,0,0
1086,2337.54,Purchase,13,0,ATM,0,0
1087,3067.44,Withdrawal,3,0,ATM,0,0
1088,836.0,Transfer,19,0,Mobile,0,0
1089,4955.85,Transfer,11,0,ATM,0,0
1090,1159.13,Purchase,16,1,Web,1,1
1091,4713.72,Withdrawal,6,0,ATM,0,0
1092,3248.58,Purchase,3,0,Web,0,0
1093,3039.08,Transfer,19,0,ATM,0,0
1094,2563.93,Withdrawal,6,0,ATM,0,0
1095,1154.12,Purchase,8,0,Mobile,0,0
1096,883.46,Purchase,13,0,ATM,0,0
1097,1103.21,Withdrawal,12,0,ATM,0,0
1098,933.0,Transfer,10,0,Mobile,0,0
1099,3898.14,Withdrawal,3,0,Mobile,0,1
1100,1751.28,Purchase,4,0,Web,0,0
1101,290.16,Purchase,1,0,Mobile,0,0
1102,4845.54,Purchase,13,1,Web,0,0
1103,4419.05,Purchase,4,0,ATM,0,0
1104,4638.83,Transfer,11,0,Web,0,0
1105,4974.54,Transfer,19,0,Mobile,0,1
1106,870.3,Purchase,11,0,ATM,0,0
1107,1981.81,Transfer,12,0,Web,0,0
1108,3791.43,Transfer,11,0,Web,0,1
1109,3480.41,Transfer,6,0,Web,1,1
1110,770.33,Purchase,12,0,ATM,0,0
1111,4079.35,Withdrawal,9,0,Web,0,0
1112,1122.98,Withdrawal,10,0,Web,0,0
1113,1119.86,Withdrawal,3,1,Mobile,0,1
1114,2685.34,Purchase,3,0,Web,0,0
1115,2965.11,Transfer,16,0,ATM,0,0
1116,2900.85,Transfer,3,0,Mobile,0,0
1117,458.34,Purchase,10,0,ATM,0,0
1118,4387.43,Purchase,11,0,Mobile,1,1
1119,1328.73,Withdrawal,8,1,Mobile,0,0
1120,648.45,Withdrawal,6,1,Web,0,0
1121,4443.85,Purchase,11,0,ATM,0,0
1122,4778.3,Withdrawal,12,0,Web,0,1
1123,4310.78,Transfer,16,0,Mobile,0,0
1124,4047.77,Purchase,18,0,Web,0,0
1125,3276.55,Purchase,13,0,Mobile,0,0
1126,2754.74,Transfer,3,1,Mobile,0,1
1127,435.85,Transfer,15,0,ATM,0,0
1128,2042.86,Transfer,14,0,ATM,0,0
1129,1864.07,Withdrawal,18,0,ATM,0,0
1130,1299.51,Purchase,14,0,ATM,0,0
1131,3617.38,Withdrawal,5,0,Web,0,1
1132,2479.88,Transfer,14,0,ATM,0,0
1133,406.15,Withdrawal,8,0,ATM,1,1
1134,1101.7,Transfer,15,0,ATM,0,0
